"Короткое название";"Артикул";"Цена_Розничная"
"SORTI стиральный порошок Супер Эконом ручная стирка 350 г";"410460";"34"
"SORTI стиральный порошок Супер Эконом автомат 3 кг";"410458";"259"
"SORTI стиральный порошок Супер Эконом автомат 1,5 кг";"410457";"151"
"SORTI стиральный порошок Intelletest автомат 3 кг";"410455";"394"
"SORTI стиральный порошок Intelletest автомат 350 г";"410456";"39"
"SORTI стиральный порошок Color автомат 6 кг";"410454";"678"
"SORTI стиральный порошок Color автомат 3 кг";"410452";"259"
"SORTI стиральный порошок Color автомат 350 гр";"410453";"59"
"SORTI стиральный порошок Color автомат 1,5 кг";"410451";"151"
"SORTI стиральный порошок Активный кислород ручная стирка 350 г";"410450";"51"
"SORTI стиральный порошок Активный кислород автомат 6 кг";"410449";"450"
"SORTI стиральный порошок Активный кислород автомат 350 г";"410448";"39"
"SORTI стиральный порошок Активный кислород автомат 3 кг";"410447";"394"
"SORTI стиральный порошок Активный кислород Автомат 1,5 кг";"410446";"231"
"SALTON CleanTech гель для стирки изделий из мембран 250 мл";"410443";"279"
"SALTON CleanTech гель для стирки изделий из пуха 250 мл";"410444";"279"
"SALTON CleanTech гель для стирки с эффектом защиты от запаха пота и загрязнений 500 мл";"410445";"368"
"PERSIL стиральный порошок Свежесть от Vernel автомат 3 кг";"410440";"712"
"PERSIL стиральный порошок Свежесть от Vernel ручная стирка 410 г";"410441";"122"
"РЕЦЕПТЫ БАБУШКИ АГАФЬИ гель для стирки стружки жидкие мыльные, натуральные, кедровые 2 л";"410442";"262"
"PERSIL стиральный порошок Свежесть от Vernel автомат 3 кг";"410439";"712"
"PERSIL стиральный порошок Свежесть от Vernel автомат 3 кг";"410438";"712"
"PERSIL стиральный порошок Sensitive автомат 3 кг";"410436";"712"
"PERSIL стиральный порошок Свежесть от Vernel автомат 15 кг";"410437";"2778"
"PERSIL стиральный порошок Premium автомат 2,4 кг";"410434";"712"
"PERSIL стиральный порошок Premium автомат 3,6 кг";"410435";"1050"
"PERSIL стиральный порошок Лаванда автомат 3 кг";"410432";"712"
"PERSIL стиральный порошок Лаванда автомат 3 кг";"410433";"712"
"PERSIL стиральный порошок Color автомат 3 кг";"410428";"712"
"PERSIL стиральный порошок Color Свежесть от Vernel автомат 3 кг";"410429";"712"
"PERSIL стиральный порошок Color Свежесть от Vernel автомат 6 кг";"410430";"1372"
"PERSIL стиральный порошок Expert Свежесть от Vernel автомат 15 кг";"410431";"2778"
"PERSIL стиральный порошок Color автомат 3 кг";"410427";"712"
"PERSIL гель для стирки Весенняя Свежесть 1,46 л";"410426";"712"
"PERSIL гель для стирки в капсулах Свежесть от Vernel 14 шт";"410425";"712"
"PERSIL гель для стирки Sensitive 1,46 л";"410422";"712"
"PERSIL гель для стирки в капсулах Color 14 шт";"410423";"712"
"PERSIL гель для стирки в капсулах Лаванда 14 шт";"410424";"712"
"PERSIL гель для стирки Лаванда 1,4 л";"410419";"712"
"PERSIL гель для стирки Power Gel 360 2,2 л";"410420";"1050"
"PERSIL гель для стирки Power Gel лаванда 1,5 л";"410421";"712"
"ПЕМОС стиральный порошок Зимнее Утро автомат 350 г";"410416";"51"
"PERSIL гель для стирки Color 2,19 л";"410417";"1050"
"PERSIL гель для стирки Color Gel 2,2 л";"410418";"1050"
"ПЕМОС стиральный порошок Color автомат 350 г";"410413";"51"
"ПЕМОС стиральный порошок Color для цветного белья 350 г";"410414";"51"
"ПЕМОС стиральный порошок Зимнее Утро автомат 2 кг";"410415";"262"
"ПЕМОС стиральный порошок Color автомат 2 кг";"410412";"262"
"ПЕМОС гель для стирки Активный Гель универсальный 1,3 л";"410411";"262"
"МИФ стиральный порошок Свежий Цвет ручная стирка 400 г";"410410";"49"
"МИФ стиральный порошок Свежесть Лаванды и Ромашки ручная стирка 400 г";"410409";"49"
"МИФ стиральный порошок Свежесть Лаванды и Ромашки автомат 6 кг";"410408";"524"
"МИФ стиральный порошок Свежесть Лаванды и Ромашки автомат 400 г";"410407";"52"
"МИФ стиральный порошок Свежесть Лаванды и Ромашки автомат 4 кг";"410406";"376"
