Артикул;Цена_Розничная;Доступно
170118;48;1
170119;87;1
170120;78;1
170121;30;1
170122;81;1
170123;143;1
170124;87;1
170125;38;1
170126;86;1
170127;139;1
170128;33;1
170129;33;1
170130;83;1
170131;35;1
170132;83;1
170133;35;1
170134;59;1
170135;33;1
170136;33;1
170137;59;1
170138;59;1
170139;39;1
170140;39;1
170141;59;1
170142;59;1
170143;59;1
170144;59;1
170145;39;1
170146;0;0
170147;59;1
170148;39;1
170149;39;1
170150;59;1
170151;59;1
170152;59;1
170153;59;1
170154;59;1
170155;0;0
170156;59;1
170157;39;1
170158;23;1
170159;46;1
170160;21;1
170161;21;1
170162;21;1
170163;31;1
170164;31;1
170165;48;1
170166;0;0
170167;46;1
170168;91;1
170169;0;0
170170;48;1
170171;91;1
170172;96;1
170173;91;1
170174;82;1
180010;122;1
180011;98;1
180012;103;1
210010;477;1
210011;803;1
210012;899;1
210013;510;1
210014;499;1
210015;579;1
210016;;
210017;57;1
210018;;
210019;0;0
210020;749;1
210021;355;1
210022;404;1
210023;397;1
210024;99;1
210025;1156;1
210026;108;1
210027;38;1
210028;899;1
210029;6526;1
210030;235;1
210031;1149;1
210032;1004;1
210033;1801;1
210034;826;1
210035;826;1
210036;547;1
210037;407;1
210038;701;1
210039;701;1
210040;883;1
210041;;
210042;760;1
210043;638;1
210044;177;1
210045;294;1
210046;0;0
210047;566;1
210048;750;1
210049;601;1
210050;0;0
210051;155;1
210052;61;1
210053;61;1
210054;208;1
210055;150;1
210056;150;1
210057;233;1
460500;86;1
250010;3399;1
250011;386;1
250012;386;1
250013;386;1
250014;370;1
250015;224;1
250016;413;1
250017;367;1
250018;386;1
250019;125;1
250020;347;1
250021;230;1
250022;52;1
250023;13;1
250024;70;1
250025;53;1
250026;42;1
250027;29;1
250028;35;1
250029;17;1
250030;48;1
250031;113;1
250032;27;1
250033;94;1
250034;55;1
250035;72;1
250036;70;1
250037;46;1
250038;22;1
250039;33;1
250040;26;1
250041;18;1
250042;224;1
250043;31;1
250044;70;1
250045;47;1
250046;142;1
250047;42;1
250048;47;1
250049;34;1
250050;65;1
250051;77;1
250052;122;1
250053;77;1
250054;0;0
250055;242;1
250056;218;1
250057;130;1
250058;228;1
250059;83;1
250060;60;1
250061;42;1
250062;187;1
250063;47;1
250064;148;1
250065;77;1
250066;60;1
250067;88;1
250068;57;1
250069;135;1
250070;629;1
250071;199;1
250072;131;1
250073;403;1
250074;43;1
250075;31;1
250076;73;1
250077;81;1
250078;69;1
250079;33;1
250080;43;1
250081;450;1
250082;65;1
250083;100;1
250084;116;1
250085;208;1
250086;135;1
250087;146;1
250088;57;1
250089;296;1
250090;296;1
250091;296;1
250092;296;1
250093;66;1
250094;66;1
250095;148;1
250096;148;1
250097;47;1
250098;47;1
250099;404;1
250100;404;1
250101;404;1
250102;404;1
250103;161;1
250104;161;1
250105;528;1
250106;528;1
250107;528;1
250108;0;0
250109;47;1
250110;47;1
250111;47;1
250112;111;1
250113;62;1
250114;87;1
250115;103;1
250116;114;1
250117;39;1
250118;82;1
250119;48;1
250120;246;1
250121;87;1
250122;140;1
250123;68;1
250124;99;1
250125;81;1
250126;100;1
250127;53;1
250128;143;1
250129;246;1
250130;215;1
250131;341;1
250132;38;1
250133;166;1
250134;62;1
250135;48;1
250136;100;1
250137;75;1
250138;87;1
250139;82;1
250140;62;1
250141;62;1
250142;62;1
250143;79;1
250144;79;1
250145;79;1
250146;208;1
250147;208;1
250148;156;1
250149;156;1
250150;156;1
250151;59;1
250152;241;1
250153;689;1
250154;2193;1
250155;2481;1
250156;2295;1
220010;56;1
220011;33;1
220012;72;1
220013;72;1
220014;46;1
220015;57;1
220016;73;1
220017;108;1
220018;75;1
220019;53;1
220020;116;1
220021;183;1
220022;157;1
220023;66;1
220024;90;1
220025;90;1
220026;79;1
220027;91;1
220028;73;1
220029;78;1
220030;78;1
220031;96;1
220032;101;1
220033;117;1
230010;79;1
230011;144;1
230012;144;1
230013;112;1
230014;130;1
230015;130;1
230016;222;1
230017;222;1
230018;242;1
230019;107;1
230020;103;1
230021;103;1
230022;103;1
230023;103;1
230024;103;1
230025;103;1
230026;103;1
230027;117;1
230028;117;1
230029;103;1
230030;112;1
230031;155;1
230032;114;1
230033;144;1
230034;231;1
230035;269;1
230036;0;0
240010;57;1
240011;261;1
240012;1641;1
240013;417;1
240014;216;1
240015;270;1
240016;360;1
240017;464;1
240018;36;1
240019;51;1
240020;74;1
240021;64;1
240022;26;1
240023;26;1
240024;593;1
240025;762;1
240026;1331;1
240027;749;1
240028;508;1
240029;1059;1
240030;2193;1
240031;2851;1
240032;671;1
240033;1438;1
240034;796;1
240035;993;1
240036;3021;1
240037;2284;1
240038;389;1
240039;107;1
240040;417;1
240041;417;1
240042;186;1
240043;269;1
240044;446;1
240045;446;1
240046;563;1
240047;791;1
240048;112;1
240049;199;1
240050;283;1
240051;87;1
240052;380;1
240053;563;1
240054;791;1
240055;112;1
240056;199;1
240057;283;1
240058;87;1
240059;380;1
240060;277;1
240061;381;1
240062;100;1
240063;94;1
240064;475;1
240065;475;1
240066;296;1
240067;296;1
240068;127;1
240069;112;1
240070;112;1
240071;112;1
240072;243;1
240073;224;1
240074;829;1
240075;829;1
240076;224;1
240077;103;1
240078;103;1
240079;140;1
240080;187;1
240081;280;1
240082;417;1
240083;138;1
240084;269;1
240085;138;1
240086;269;1
240087;187;1
240088;95;1
240089;70;1
240090;70;1
240091;87;1
240092;129;1
240093;96;1
240094;96;1
121017;;1
121016;;1
121015;;1
121014;;1
121005;;1
121013;;1
121012;;1
121011;;1
121010;;1
121009;;1
121008;;1
121007;;1
121006;;1
121018;;1
121019;;1
121020;;1
124011;;1
124012;;1
124013;;1
124014;;1
124015;;1
124016;;1
124017;;1
124018;;1
124019;;1
124020;;1
124021;;1
124022;;1
124023;;1
124024;;1
124025;;1
124026;;1
124027;;1
124028;;1
124029;;1
124030;;1
124031;;1
124032;;1
124033;;1
127005;;1
127006;;1
127007;;1
127008;;1
127009;;1
127010;;1
127011;;1
128000;;1
128001;;1
128002;;1
128003;;1
128004;;1
128005;;1
128006;;1
128007;;1
128008;;1
