"";"Цена_Зачеркнутая";"Цена_Трансазия";"Цена_Розничная";"Цена_Трансазия_от 3 шт.";"Минимальное количество"
"410250";"";"1978";"2472";"1919";"1"
"410255";"734";"521";"651";"";"1"
"410262";"485";"349";"436";"";"1"
"410257";"964";"684";"855";"663";"1"
"410263";"734";"521";"651";"";"1"
"410222";"485";"349";"436";"";"1"
"410216";"485";"349";"436";"";"1"
"460262";"734";"521";"651";"";"1"
"410223";"485";"349";"436";"";"1"
"460351";"394";"283";"354";"";"1"
"410276";"413";"239";"299";"";"1"
"410228";"485";"349";"436";"";"1"
"410287";"126";"89";"111";"";"1"
"410282";"";"789";"986";"765";"1"
"410278";"237";"137";"171";"";"1"
"410226";"734";"521";"651";"";"1"
"410291";"126";"89";"111";"";"1"
"410288";"238";"166";"208";"";"1"
"410279";"";"409";"511";"";"1"
"410290";"488";"341";"426";"";"1"
"410292";"";"236";"295";"";"1"
"410293";"389";"272";"340";"";"1"
"410295";"";"101";"126";"";"1"
"410304";"";"181";"226";"";"1"
"410311";"";"1179";"1474";"1144";"1"
"410306";"";"263";"329";"";"1"
"410299";"198";"138";"172";"";"1"
"410296";"";"236";"295";"";"1"
"410317";"";"172";"215";"";"1"
"410294";"488";"341";"426";"";"1"
"410308";"";"429";"536";"";"1"
"410309";"";"722";"902";"700";"1"
"410319";"";"181";"226";"";"1"
"460385";"";"44";"55";"";"1"
"410314";"";"429";"536";"";"1"
"410312";"";"263";"329";"";"1"
"410321";"";"128";"160";"";"1"
"410322";"";"128";"160";"";"1"
"410315";"";"722";"902";"700";"1"
"410327";"200";"160";"200";"";"1"
"410336";"200";"160";"200";"";"1"
"410344";"";"331";"414";"";"1"
"410346";"";"331";"414";"";"1"
"410340";"";"213";"266";"";"1"
"410345";"";"599";"749";"";"1"
"410347";"";"627";"784";"608";"1"
"410348";"";"627";"784";"608";"1"
"460416";"";"331";"414";"";"1"
"460377";"";"331";"414";"";"1"
"410349";"";"627";"784";"608";"1"
"460266";"";"331";"414";"";"1"
"410350";"";"627";"784";"608";"1"
"460376";"";"331";"414";"";"1"
"410351";"";"331";"414";"";"1"
"410352";"";"627";"784";"608";"1"
"410353";"";"842";"1052";"817";"1"
"410360";"";"660";"825";"640";"1"
"410358";"";"447";"559";"";"1"
"410359";"";"447";"559";"";"1"
"410370";"";"64";"80";"";"1"
"460374";"";"91";"114";"";"1"
"410373";"";"215";"269";"";"1"
"410362";"";"447";"559";"";"1"
"460378";"195";"142";"178";"";"1"
"410378";"538";"387";"484";"";"1"
"410380";"387";"278";"348";"";"1"
"410381";"538";"387";"484";"";"1"
"410372";"";"215";"269";"";"1"
"460261";"175";"154";"192";"";"1"
"410390";"195";"163";"204";"";"1"
"410397";"195";"163";"204";"";"1"
"410398";"386";"301";"376";"";"1"
"410405";"195";"163";"204";"";"1"
"410406";"386";"301";"376";"";"1"
"410410";"";"39";"49";"";"1"
"410409";"";"39";"49";"";"1"
"410408";"538";"446";"558";"";"1"
"410384";"386";"301";"376";"";"1"
"460381";"48";"42";"52";"";"1"
"460380";"386";"301";"376";"";"1"
"410383";"195";"163";"204";"";"1"
"410386";"538";"446";"558";"";"1"
"410401";"195";"163";"204";"";"1"
"410387";"746";"634";"792";"615";"1"
"410402";"386";"301";"376";"";"1"
"410388";"";"1055";"1319";"1023";"1"
"410389";"";"1055";"1319";"1023";"1"
"410391";"386";"301";"376";"";"1"
"410393";"538";"446";"558";"";"1"
"410394";"746";"634";"792";"615";"1"
"410377";"387";"278";"348";"";"1"
"410396";"94";"82";"102";"";"1"
"460268";"";"35";"44";"";"1"
"410412";"";"210";"262";"";"1"
"460383";"";"41";"51";"";"1"
"460382";"";"41";"51";"";"1"
"410422";"";"570";"712";"";"1"
"410417";"";"840";"1050";"815";"1"
"460271";"";"570";"712";"";"1"
"410423";"";"570";"712";"";"1"
"410425";"";"570";"712";"";"1"
"410426";"";"570";"712";"";"1"
"410427";"";"570";"712";"";"1"
"410429";"";"570";"712";"";"1"
"460347";"";"113";"141";"";"1"
"410430";"";"1098";"1372";"1065";"1"
"410436";"";"570";"712";"";"1"
"410342";"";"31";"39";"";"1"
"410437";"";"2222";"2778";"2155";"1"
"410339";"";"31";"39";"";"1"
"410283";"237";"137";"171";"";"1"
"410271";"";"612";"765";"594";"1"
"410275";"237";"137";"171";"";"1"
"410280";"";"612";"765";"594";"1"
"460371";"";"31";"39";"";"1"
"410441";"";"98";"122";"";"1"
"410284";"38";"26";"32";"";"1"
"460362";"84";"54";"68";"";"1"
"410450";"41";"27";"34";"";"1"
"460368";"38";"26";"32";"";"1"
"410298";"";"386";"482";"";"1"
"460370";"41";"27";"34";"";"1"
"460364";"";"47";"59";"";"1"
"410449";"546";"360";"450";"";"1"
"410452";"319";"207";"259";"";"1"
"410451";"";"185";"231";"";"1"
"410458";"319";"207";"259";"";"1"
"410457";"165";"107";"134";"";"1"
"410454";"";"542";"678";"";"1"
"410455";"";"315";"394";"";"1"
"410457";"187";"121";"151";"";"1"
"410462";"";"263";"329";"";"1"
"460375";"";"117";"146";"";"1"
"410471";"788";"559";"699";"";"1"
"410476";"402";"289";"361";"";"1"
"410475";"319";"229";"286";"";"1"
"460263";"788";"559";"699";"";"1"
"410477";"603";"428";"535";"";"1"
"410479";"402";"289";"361";"";"1"
"460387";"";"57";"71";"";"1"
"410480";"603";"428";"535";"";"1"
"410485";"243";"182";"228";"";"1"
"410478";"319";"229";"286";"";"1"
"410486";"402";"289";"361";"";"1"
"410487";"603";"428";"535";"";"1"
"410488";"709";"503";"629";"";"1"
"410489";"788";"559";"699";"";"1"
"410496";"";"76";"95";"";"1"
"410499";"234";"210";"262";"";"1"
"410515";"402";"277";"346";"";"1"
"410514";"";"91";"114";"";"1"
"460357";"";"76";"95";"";"1"
"410509";"234";"210";"262";"";"1"
"460386";"234";"210";"262";"";"1"
"410511";"603";"428";"535";"";"1"
"410513";"788";"559";"699";"";"1"
"410504";"1057";"782";"978";"759";"1"
"410516";"603";"428";"535";"";"1"
"410492";"234";"210";"262";"";"1"
"410466";"1068";"961";"1201";"932";"1"
"410495";"603";"428";"535";"";"1"
"410497";"788";"559";"699";"";"1"
"460353";"";"515";"644";"";"1"
"410468";"1068";"961";"1201";"932";"1"
"410500";"402";"277";"346";"";"1"
"410503";"788";"559";"699";"";"1"
"410508";"";"1059";"1324";"1027";"1"
"410506";"402";"277";"346";"";"1"
"410467";"";"57";"71";"";"1"
"410469";"";"57";"71";"";"1"
"410470";"";"210";"262";"";"1"
"410474";"603";"428";"535";"";"1"
"410481";"243";"182";"228";"";"1"
"410482";"402";"289";"361";"";"1"
"740052";"";"389";"486";"";"1"
"410491";"603";"428";"535";"";"1"
"410270";"413";"227";"284";"";"1"
"740014";"74";"59";"74";"";"1"
"410490";"402";"289";"361";"";"1"
"410269";"413";"227";"284";"";"1"
"410268";"413";"227";"284";"";"1"
"740051";"";"389";"486";"";"1"
"460296";"";"100";"125";"";"1"
"410484";"788";"559";"699";"";"1"
"740010";"";"135";"169";"";"1"
"740015";"100";"76";"95";"";"1"
"740012";"";"146";"182";"";"1"
"740018";"197";"155";"194";"";"1"
"410100";"";"218";"272";"";"1"
"740042";"";"403";"504";"";"1"
"460346";"";"301";"376";"";"1"
"740038";"44";"34";"42";"";"1"
"460356";"";"347";"434";"";"1"
"740017";"";"157";"196";"";"1"
"460441";"";"173";"216";"";"1"
"740036";"";"410";"512";"";"1"
"740035";"499";"410";"512";"";"1"
"740022";"";"181";"226";"";"1"
"790176";"";"554";"692";"";"1"
"740026";"311";"239";"299";"";"1"
"740018";"311";"239";"299";"";"1"
"740021";"";"167";"209";"";"1"
"740016";"";"136";"170";"";"1"
"740032";"607";"394";"492";"";"1"
"790178";"98";"77";"96";"";"1"
"740033";"";"358";"448";"";"1"
"790179";"85";"55";"69";"";"1"
"740015";"184";"130";"162";"";"1"
"740034";"607";"394";"492";"";"1"
"790177";"";"83";"104";"";"1"
"740045";"";"55";"69";"";"1"
"790180";"";"343";"429";"";"1"
"740037";"603";"428";"535";"";"1"
"740025";"321";"221";"276";"";"1"
"740024";"";"203";"254";"";"1"
"790014";"94";"73";"91";"";"1"
"740046";"788";"559";"699";"";"1"
"790013";"94";"72";"90";"";"1"
"790011";"101";"69";"86";"";"1"
"740029";"517";"284";"355";"";"1"
"790012";"114";"90";"112";"";"1"
"740050";"159";"87";"109";"";"1"
"790033";"133";"106";"132";"";"1"
"790015";"181";"109";"136";"";"1"
"790024";"254";"201";"251";"";"1"
"790018";"230";"192";"240";"";"1"
"790026";"181";"109";"136";"";"1"
"790035";"137";"83";"104";"";"1"
"790016";"166";"99";"124";"";"1"
"770072";"1349";"998";"1248";"968";"1"
"790025";"181";"99";"124";"";"1"
"790021";"";"143";"179";"";"1"
"790034";"111";"69";"86";"";"1"
"770074";"";"1200";"1500";"1164";"1"
"770048";"";"375";"469";"";"1"
"770073";"";"2164";"2705";"2099";"1"
"770071";"1200";"918";"1148";"890";"1"
"790117";"2435";"1977";"2471";"1918";"1"
"770052";"434";"159";"199";"";"1"
"770038";"242";"192";"240";"";"1"
"770050";"528";"392";"490";"";"1"
"780016";"394";"239";"299";"";"1"
"770013";"1066";"588";"735";"";"1"
"780014";"";"198";"248";"";"1"
"780018";"";"398";"498";"";"1"
"770053";"523";"330";"412";"";"1"
"780012";"";"166";"208";"";"1"
"770051";"434";"309";"386";"";"1"
"780015";"274";"253";"316";"";"1"
"780017";"";"367";"459";"";"1"
"780011";"";"166";"208";"";"1"
"790100";"324";"205";"256";"";"1"
"790101";"465";"383";"479";"";"1"
"790103";"602";"259";"324";"";"1"
"710106";"328";"309";"386";"";"1"
"710111";"";"60";"75";"";"1"
"790116";"";"";" ";"";"1"
"790104";"277";"180";"225";"";"1"
"790105";"";"108";"135";"";"1"
"710112";"";"96";"120";"";"1"
"710102";"";"125";"156";"";"1"
"710107";"427";"399";"499";"";"1"
"790108";"201";"153";"191";"";"1"
"710103";"183";"155";"194";"";"1"
"710105";"237";"201";"251";"";"1"
"710110";"590";"295";"369";"";"1"
"790157";"";"98";"122";"";"1"
"710108";"542";"508";"635";"";"1"
"710119";"";"463";"579";"";"1"
"710120";"";"463";"579";"";"1"
"710104";"";"183";"229";"";"1"
"710109";"590";"295";"369";"";"1"
"710116";"";"388";"485";"";"1"
"710115";"288";"259";"324";"";"1"
"710113";"288";"259";"324";"";"1"
"710114";"288";"259";"324";"";"1"
"710117";"";"329";"411";"";"1"
"710352";"";"457";"571";"";"1"
"710353";"";"457";"571";"";"1"
"710346";"";"426";"532";"";"1"
"710354";"";"457";"571";"";"1"
"710345";"";"426";"532";"";"1"
"710276";"";"224";"280";"";"1"
"790135";"";"159";"199";"";"1"
"710118";"";"329";"411";"";"1"
"710275";"";"224";"280";"";"1"
"710305";"300";"270";"338";"";"1"
"710170";"";"1251";"1564";"1213";"1"
"710395";"";"767";"959";"744";"1"
"710163";"1242";"869";"1086";"843";"1"
"710319";"350";"280";"350";"";"1"
"710317";"350";"280";"350";"";"1"
"710456";"1151";"955";"1194";"926";"1"
"710154";"";"1241";"1551";"1204";"1"
"710322";"350";"315";"394";"";"1"
"710241";"";"1650";"2062";"1600";"1"
"790172";"";"793";"991";"769";"1"
"710302";"300";"270";"338";"";"1"
"710394";"";"767";"959";"744";"1"
"710235";"1650";"1155";"1444";"1120";"1"
"710196";"";"1400";"1750";"1358";"1"
"710160";"";"1241";"1551";"1204";"1"
"710315";"350";"280";"350";"";"1"
"710195";"";"1400";"1750";"1358";"1"
"710222";"";"1529";"1911";"1483";"1"
"710253";"";"2054";"2568";"1992";"1"
"710260";"";"2054";"2568";"1992";"1"
"710240";"";"1650";"2062";"1600";"1"
"710220";"";"1529";"1911";"1483";"1"
"710218";"";"1529";"1911";"1483";"1"
"710167";"1252";"876";"1095";"850";"1"
"710253";"";"2054";"2568";"1992";"1"
"710256";"";"2054";"2568";"1992";"1"
"790142";"";"990";"1238";"960";"1"
"710350";"";"453";"566";"";"1"
"710168";"1252";"876";"1095";"850";"1"
"790175";"";"224";"280";"";"1"
"710315";"350";"280";"350";"";"1"
"710156";"";"1241";"1551";"1204";"1"
"790124";"350";"280";"350";"";"1"
"710208";"";"149";"186";"";"1"
"710259";"";"2054";"2568";"1992";"1"
"710302";"300";"270";"338";"";"1"
"710211";"";"149";"186";"";"1"
"710212";"";"149";"186";"";"1"
"710409";"";"868";"1085";"";"1"
"710410";"";"868";"1085";"";"1"
"790160";"";"414";"518";"";"1"
"710411";"";"868";"1085";"";"1"
"710399";"";"789";"986";"";"1"
"710401";"";"868";"1085";"";"1"
"710400";"";"906";"1132";"";"1"
"710412";"";"868";"1085";"";"1"
"710441";"";"995";"1244";"965";"1"
"710384";"";"734";"918";"712";"1"
"710246";"";"180";"225";"";"1"
"710383";"";"734";"918";"712";"1"
"710375";"";"675";"844";"655";"1"
"710415";"";"886";"1108";"859";"1"
"710403";"";"819";"1024";"794";"1"
"710378";"";"722";"902";"700";"1"
"710209";"";"149";"186";"";"1"
"790128";"";"995";"1244";"965";"1"
"790167";"";"628";"785";"609";"1"
"710245";"";"178";"222";"";"1"
"710208";"";"149";"186";"";"1"
"790162";"";"496";"620";"";"1"
"710334";"";"369";"461";"";"1"
"710440";"";"995";"1244";"965";"1"
"710376";"";"698";"872";"677";"1"
"710288";"";"248";"310";"";"1"
"710263";"";"211";"264";"";"1"
"790161";"";"487";"609";"";"1"
"710123";"";"1044";"1305";"1013";"1"
"710278";"";"225";"281";"";"1"
"710122";"1044";"969";"1211";"940";"1"
"710358";"495";"420";"525";"";"1"
"710349";"448";"414";"518";"";"1"
"710382";"";"734";"918";"712";"1"
"710131";"";"1154";"1442";"1119";"1"
"710132";"1154";"938";"1172";"910";"1"
"790164";"";"528";"660";"";"1"
"710363";"";"542";"678";"";"1"
"710225";"1544";"1235";"1544";"1198";"1"
"710438";"981";"769";"961";"746";"1"
"710364";"";"549";"686";"";"1"
"710406";"";"831";"1039";"806";"1"
"710481";"654";"510";"638";"";"1"
"710404";"";"831";"1039";"806";"1"
"710483";"654";"510";"638";"";"1"
"710405";"";"831";"1039";"806";"1"
"710469";"1452";"1132";"1415";"1098";"1"
"790168";"1162";"906";"1132";"879";"1"
"710472";"1509";"1177";"1471";"1142";"1"
"710339";"543";"423";"529";"";"1"
"710473";"1162";"906";"1132";"879";"1"
"710324";"3454";"2694";"3368";"2613";"1"
"710265";"2159";"1684";"2105";"1633";"1"
"710368";"550";"429";"536";"";"1"
"710367";"550";"429";"536";"";"1"
"710269";"2159";"1684";"2105";"1633";"1"
"710267";"2159";"1684";"2105";"1633";"1"
"710340";"543";"423";"529";"";"1"
"710326";"3454";"2694";"3368";"2613";"1"
"710478";"1162";"906";"1132";"879";"1"
"710266";"2159";"1684";"2105";"1633";"1"
"710325";"3454";"2694";"3368";"2613";"1"
"790125";"550";"429";"536";"";"1"
"790171";"254";"203";"254";"";"1"
"710264";"2159";"1684";"2105";"1633";"1"
"710268";"2159";"1684";"2105";"1633";"1"
"710323";"3454";"2694";"3368";"2613";"1"
"710424";"945";"756";"945";"733";"1"
"710366";"550";"429";"536";"";"1"
"710425";"945";"756";"945";"733";"1"
"710291";"254";"203";"254";"";"1"
"710290";"254";"203";"254";"";"1"
"710174";"1287";"1029";"1286";"998";"1"
"710361";"";"523";"654";"";"1"
"710362";"";"523";"654";"";"1"
"710179";"";"1314";"1642";"1275";"1"
"710135";"";"905";"1131";"878";"1"
"710206";"";"1424";"1780";"1381";"1"
"710286";"";"2444";"3055";"2371";"1"
"710377";"";"700";"875";"679";"1"
"710285";"";"2444";"3055";"2371";"1"
"710381";"";"733";"916";"711";"1"
"710145";"";"1195";"1494";"1159";"1"
"710144";"";"1195";"1494";"1159";"1"
"710468";"997";"777";"971";"754";"1"
"710287";"";"2444";"3055";"2371";"1"
"710146";"";"1195";"1494";"1159";"1"
"710471";"1918";"1496";"1870";"1451";"1"
"710475";"1918";"1496";"1870";"1451";"1"
"710474";"997";"777";"971";"754";"1"
"710470";"997";"777";"971";"754";"1"
"710479";"1918";"1496";"1870";"1451";"1"
"710448";"966";"699";"874";"678";"1"
"710446";"1073";"799";"999";"775";"1"
"790185";"1480";"1131";"1414";"1097";"1"
"790187";"1073";"759";"949";"736";"1"
"710437";"969";"797";"996";"773";"1"
"710498";"1073";"769";"961";"746";"1"
"790186";"1480";"799";"999";"775";"1"
"710495";"1073";"799";"999";"775";"1"
"790188";"676";"619";"774";"600";"1"
"710461";"676";"619";"774";"600";"1"
"790131";"";"956";"1195";"927";"1"
"710510";"676";"619";"774";"600";"1"
"710463";"676";"599";"749";"581";"1"
"790130";"";"956";"1195";"927";"1"
"710427";"";"956";"1195";"927";"1"
"710252";"";"202";"252";"";"1"
"710292";"";"257";"321";"";"1"
"710408";"";"853";"1066";"827";"1"
"710426";"";"956";"1195";"927";"1"
"710228";"";"157";"196";"";"1"
"710229";"";"157";"196";"";"1"
"710372";"";"628";"785";"609";"1"
"710137";"1450";"832";"1040";"";"1"
"710407";"";"853";"1066";"827";"1"
"710138";"1450";"829";"1036";"";"1"
"710262";"";"206";"258";"";"1"
"710442";"1450";"1026";"1282";"";"1"
"710141";"";"1480";"1850";"";"1"
"710142";"1480";"1116";"1395";"";"1"
"790165";"";"206";"258";"";"1"
"710444";"1168";"992";"1240";"962";"1"
"710227";"";"157";"196";"";"1"
"710380";"";"723";"904";"701";"1"
"710445";"1168";"992";"1240";"962";"1"
"710129";"1085";"1018";"1272";"987";"1"
"710128";"";"1085";"1356";"1052";"1"
"710356";"";"476";"595";"";"1"
"710355";"";"476";"595";"";"1"
"710357";"";"476";"595";"";"1"
"710309";"";"309";"386";"";"1"
"710414";"";"882";"1102";"856";"1"
"710148";"1399";"1112";"1390";"";"1"
"710164";"1399";"1090";"1362";"";"1"
"710310";"";"309";"386";"";"1"
"710413";"882";"828";"1035";"803";"1"
"710490";"1645";"1316";"1645";"1277";"1"
"710189";"1399";"1103";"1379";"";"1"
"710165";"1399";"1126";"1408";"";"1"
"710188";"";"1399";"1749";"";"1"
"710180";"1399";"1158";"1448";"";"1"
"710183";"1423";"1181";"1476";"";"1"
"710182";"";"1309";"1636";"";"1"
"710181";"";"1358";"1698";"";"1"
"710422";"922";"699";"874";"";"1"
"710420";"922";"699";"874";"";"1"
"710166";"";"1309";"1636";"";"1"
"710421";"865";"699";"874";"";"1"
"710419";"922";"699";"874";"";"1"
"710191";"1687";"1199";"1499";"";"1"
"710190";"1687";"1199";"1499";"";"1"
"710499";"1687";"1359";"1699";"1318";"1"
"710150";"1687";"1359";"1699";"";"1"
"710449";"873";"742";"928";"720";"1"
"710147";"1687";"1199";"1499";"";"1"
"710152";"1687";"1359";"1699";"";"1"
"710151";"1687";"1359";"1699";"";"1"
"710301";"";"2618";"3272";"2539";"1"
"710149";"1687";"1199";"1499";"";"1"
"710500";"1687";"1359";"1699";"1318";"1"
"710153";"1687";"1359";"1699";"";"1"
"710300";"";"2618";"3272";"2539";"1"
"790133";"";"767";"959";"744";"1"
"710336";"464";"394";"492";"";"1"
"710311";"364";"309";"386";"";"1"
"790136";"984";"836";"1045";"811";"1"
"710184";"";"1353";"1691";"1312";"1"
"790138";"";"2056";"2570";"1994";"1"
"710459";"984";"836";"1045";"811";"1"
"710186";"";"1353";"1691";"1312";"1"
"710312";"364";"309";"386";"";"1"
"710185";"";"1353";"1691";"1312";"1"
"710313";"364";"309";"386";"";"1"
"710458";"984";"836";"1045";"811";"1"
"710187";"";"1353";"1691";"1312";"1"
"790140";"";"2056";"2570";"1994";"1"
"710370";"1124";"562";"702";"";"1"
"710502";"1248";"1023";"1279";"992";"1"
"710439";"";"990";"1238";"960";"1"
"710281";"";"2358";"2948";"2287";"1"
"710331";"412";"350";"438";"";"1"
"710391";"";"761";"951";"738";"1"
"790158";"";"3611";"4514";"3503";"1"
"710333";"";"3611";"4514";"3503";"1"
"710393";"";"761";"951";"738";"1"
"710332";"412";"350";"438";"";"1"
"790159";"";"3611";"4514";"3503";"1"
"790144";"1405";"1194";"1492";"1158";"1"
"710505";"829";"704";"880";"683";"1"
"710219";"";"1529";"1911";"1483";"1"
"790145";"";"2094";"2618";"2031";"1"
"710223";"";"1529";"1911";"1483";"1"
"710203";"1405";"1194";"1492";"1158";"1"
"790146";"";"2094";"2618";"2031";"1"
"710508";"829";"704";"880";"683";"1"
"790147";"";"2094";"2618";"2031";"1"
"710455";"1151";"955";"1194";"926";"1"
"710205";"1405";"1194";"1492";"1158";"1"
"710162";"1242";"869";"1086";"843";"1"
"710320";"350";"280";"350";"";"1"
"710242";"";"1650";"2062";"1600";"1"
"710161";"";"1241";"1551";"1204";"1"
"710261";"";"2054";"2568";"1992";"1"
"790166";"166";"116";"145";"";"1"
"710451";"1151";"955";"1194";"926";"1"
"710315";"350";"280";"350";"";"1"
"710157";"";"1241";"1551";"1204";"1"
"710317";"350";"280";"350";"";"1"
"710194";"";"1400";"1750";"1358";"1"
"710155";"";"1241";"1551";"1204";"1"
"710255";"";"2054";"2568";"1992";"1"
"710236";"1650";"1155";"1444";"1120";"1"
"710314";"350";"280";"350";"";"1"
"710299";"";"2618";"3272";"2539";"1"
"790173";"300";"270";"338";"";"1"
"790134";"";"159";"199";"";"1"
"710457";"873";"742";"928";"720";"1"
"710167";"1252";"876";"1095";"850";"1"
"710450";"1151";"955";"1194";"926";"1"
"710350";"";"453";"566";"";"1"
"710173";"";"1251";"1564";"1213";"1"
"710172";"";"1251";"1564";"1213";"1"
"790143";"";"990";"1238";"960";"1"
"710302";"300";"270";"338";"";"1"
"710504";"1248";"1023";"1279";"992";"1"
"710171";"";"1251";"1564";"1213";"1"
"710274";"";"224";"280";"";"1"
"710397";"";"793";"991";"769";"1"
"710273";"";"224";"280";"";"1"
"710282";"";"2358";"2948";"2287";"1"
"710503";"1248";"1023";"1279";"992";"1"
"710329";"412";"350";"438";"";"1"
"710330";"412";"350";"438";"";"1"
"710280";"";"2358";"2948";"2287";"1"
"710271";"";"2187";"2734";"2121";"1"
"710509";"";"878";"1098";"852";"1"
"710507";"829";"704";"880";"683";"1"
"710501";"1248";"1023";"1279";"992";"1"
"710221";"";"1529";"1911";"1483";"1"
"710337";"438";"350";"438";"";"1"
"710506";"829";"704";"880";"683";"1"
"710328";"438";"350";"438";"";"1"
"710494";"824";"659";"824";"639";"1"
"710432";"969";"782";"978";"";"1"
"710348";"438";"350";"438";"";"1"
"710485";"824";"659";"824";"639";"1"
"710487";"1230";"984";"1230";"954";"1"
"710327";"438";"350";"438";"";"1"
"710489";"1230";"984";"1230";"954";"1"
"710491";"824";"659";"824";"639";"1"
"710343";"";"408";"510";"";"1"
"710493";"1230";"984";"1230";"954";"1"
"710486";"1645";"1316";"1645";"1277";"1"
"710488";"824";"659";"824";"639";"1"
"710388";"";"748";"935";"726";"1"
"710126";"";"1082";"1352";"1050";"1"
"710344";"";"408";"510";"";"1"
"710127";"";"1082";"1352";"1050";"1"
"790132";"";"408";"510";"";"1"
"710389";"";"748";"935";"726";"1"
"710342";"";"408";"510";"";"1"
"710386";"";"748";"935";"726";"1"
"710124";"";"1082";"1352";"1050";"1"
"710308";"";"303";"379";"";"1"
"710125";"";"1082";"1352";"1050";"1"
"710387";"";"748";"935";"726";"1"
"790129";"";"961";"1201";"932";"1"
"710284";"";"2380";"2975";"2309";"1"
"710428";"";"961";"1201";"932";"1"
"710233";"";"1636";"2045";"1587";"1"
"710374";"";"672";"840";"652";"1"
"710306";"";"303";"379";"";"1"
"710231";"";"1636";"2045";"1587";"1"
"710283";"";"2380";"2975";"2309";"1"
"710232";"";"1636";"2045";"1587";"1"
"710347";"";"426";"532";"";"1"
"710192";"1687";"1199";"1499";"";"1"
"710230";"";"1636";"2045";"1587";"1"
"710435";"";"969";"1211";"";"1"
"710213";"";"1510";"1888";"1465";"1"
"710434";"";"969";"1211";"";"1"
"710430";"969";"791";"989";"";"1"
"710433";"969";"769";"961";"";"1"
"710431";"";"969";"1211";"";"1"
"710436";"969";"789";"986";"";"1"
"360131";"";"70";"88";"";"1"
"360156";"";"84";"105";"";"1"
"360157";"";"128";"160";"";"1"
"360163";"";"334";"418";"";"1"
"360162";"";"186";"232";"";"1"
"360178";"";"32";"40";"";"1"
"360115";"";"229";"286";"";"1"
"360175";"";"402";"502";"";"1"
